"","X","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"11",11,"MARIAN","Guam","ACNI","Acanthurus nigricauda","Acanthuridae","PRIMARY",4747,"Acanthurus",1921,"Duncker & Mohr, 1929","Epaulette surgeonfish","Acnig_um.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","O",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,1,30,9710,2,15,27115,NA,NA,NA,NA,24.96,40,"TL",NA,NA,3145,NA,NA,NA,NA,NA,NA,NA,NA,"ACNIG_U3",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,-1,0,0,0,0,0,-1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"poisonous to eat",4795,"no special ability",NA,NA,-1,"Occurs in clear lagoon and seaward reefs around isolated coral heads.  Solitary or in small groups (Ref. 90102). Prefers sandy bottoms of bays and lagoons rather than the coral reefs like most other Acanthuridae.  The species is sometimes poisonous (Ref. 4795).  Caught with nets (Ref. 30573).",NA,0.5,0,14,691113600,2291,1547078400,14,777945600,NA
"12",12,"MARIAN","Guam","ACNR","Acanthurus nigroris","Acanthuridae","PRIMARY",4738,"Acanthurus",1920,"Valenciennes, 1835","Bluelined surgeonfish","Acnig_uk.jpg",NA,NA,NA,412,"Acanthurinae",9710,1,"short and / or deep","R",NA,"The species <i>Acanthurus nigros</i> G<fc>nther 1861 is considered valid in Eschmeyer (CofF ver. Sep. 2011: Ref. 88002) following Randall & Parenti (2011).  But could be an unjustified ementation of <i>nigroris</i>.  More studies are needed.",1,0,0,-1,"reef-associated",NA,NA,NA,NA,1,90,1602,NA,NA,NA,NA,NA,NA,NA,24.62,25,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"ACNIG_U3",NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits clear lagoon and seaward reefs; often in areas with mixed coral, pavement, rubble and sand substrates (Ref. 1602).  Benthopelagic (Ref. 58302).  Occurs singly or in small groups (Ref. 9710).  Feeds on filamentous algae, diatoms and fine algal film of compacted sand (Ref. 1602).  Relatively uncommon throughout Micronesia; rare on Great Barrier Reef.",NA,0.5,0,14,691113600,303,1320278400,14,777945600,NA
"13",13,"MARIAN","Guam","ACNU","Acanthurus nubilus","Acanthuridae","PLANKTIVORE",4733,"Acanthurus",1920,"(Fowler & Bean, 1929)","Bluelined surgeon","Acnub_u1.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,5,90,9710,5,40,27115,NA,NA,NA,NA,25.02,26,"TL",NA,NA,3145,NA,NA,NA,NA,NA,NA,NA,NA,"ACNUB_U0",NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial",NA,27115,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A rare species that occurs in steep, current-swept drop-offs (Ref. 9710, 48637).  Usually seen well off the bottom (Ref. 1920). Solitary or in small groups (Ref. 90102). Planktivore (Ref. 37816).  Minimum depth reported from Ref. 27115.",NA,0.5,0,14,691113600,2291,1367193600,NA,NA,NA
"14",14,"MARIAN","Guam","ACOL","Acanthurus olivaceus","Acanthuridae","PRIMARY",4744,"Acanthurus",1920,"Bloch & Schneider, 1801","Orangespot surgeonfish","Acoli_u0.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,46,1602,9,46,1602,NA,NA,NA,NA,18.16,35,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"ACOLI_U0",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",4795,"no special ability",NA,NA,-1,"Inhabit seaward reefs, in areas of bare rock or mixed rubble and sand, from 9 to at least 46 m depth; juveniles inhabit protected bays and lagoons, singly or in small groups in as little as 3 m (Ref. 1602, 48637).  Benthopelagic (Ref. 58302).  Adults occur singly or in schools and feed on surface film of detritus, diatoms, and fine filamentous algae covering sand and bare rock (Ref. 1602).  Rarely poisonous (Ref. 4795).",NA,0.5,0,14,691113600,303,1240963200,14,777945600,NA
"15",15,"MARIAN","Guam","ACPY","Acanthurus pyroferus","Acanthuridae","PRIMARY",4742,"Acanthurus",1920,"Kittlitz, 1834","Chocolate surgeonfish","Acpyr_u2.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,4,60,1602,5,40,27115,NA,NA,NA,NA,28.92,29,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"ACPYR_U0",NA,NA,NA,NA,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in lagoon and seaward reefs; prefers areas of mixed coral, rock, or sand at the base of reefs or ledges, Ref. 48637.  Also on silty reefs (Ref. 9710).  Found singly (Ref. 9710).  Juveniles mimic <i>Centropyge</i> spp. (in Guam, juveniles mimic <i>C. flavissimus</i> but in Palau where this species is absent, they mimic <i>C. vrolikii</i>), Ref. 48637.  Presence of a venom gland could not be determined despite the presence of distinct anterolateral grooves; this may be due to the loss of venom glands in adults (Ref. 57406). Feeds on algae (Ref. 89972).",NA,0.5,0,14,691113600,97,1496793600,14,777945600,NA
"16",16,"MARIAN","Guam","ACSP","Acanthurus sp","Acanthuridae","PRIMARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,"MARIAN","Guam","ACTH","Acanthurus thompsoni","Acanthuridae","PLANKTIVORE",4734,"Acanthurus",1920,"(Fowler, 1923)","Thompson's surgeonfish","Actho_u4.jpg",NA,NA,"Actho_j0.jpg",412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,4,119,58302,5,70,27115,NA,NA,NA,NA,25.47,27,"TL",NA,NA,3145,NA,NA,NA,NA,NA,NA,NA,NA,"ACTHO_U1",NA,NA,NA,30573,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,-1,0,0,0,0,0,-1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"This occasionally schooling species occurs in steep outer reef slopes and drop-offs (Ref. 1602, 48637).  Benthopelagic over coral and sand (Ref. 58302).  Feeds on zooplankton, particularly large gelatinous forms, and on fish eggs and crustaceans (Ref. 1920).",NA,0.5,0,14,691113600,97,1496793600,14,777945600,NA
"18",18,"MARIAN","Guam","ACTR","Acanthurus triostegus","Acanthuridae","PRIMARY",1260,"Acanthurus",1920,"(Linnaeus, 1758)","Convict surgeonfish","Actri_u9.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"short and / or deep","R",NA,"Planes and Fauvelot (2002) studied <i>Acanthurus triostegus</i> over its vast range and published in the journal Evolution and they did not recognize <i>Acanthurus triostegus sandvicensis</i> as a species.  FishBase follows Randall, 1956 with <i>A. sandvicensis</i>  as a subspecies (synonym) of <i>A. triostegus</i>.",0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,90,9710,0,90,27115,NA,NA,NA,NA,16.26,27,"TL",NA,NA,3145,17,"TL",NA,NA,9267,NA,NA,NA,"ACTRI_U1",NA,NA,NA,9391,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,-1,-1,-1,0,-1,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,-1,"Adults occur in lagoon and seaward reefs with hard substrate; young abundant in tide pools (Ref. 3145, 48637).  Benthopelagic (Ref. 58302).  Often feeding near freshwater run-offs where certain algae grow on rocks that are grazed (Ref. 48637).  Occasionally form schools; feed on filamentous algae in large aggregations.  During spawning, clouds of eggs and sperm are preyed upon by eagle rays which are often present during spawning.  Form spawning aggregations (Ref. 27825).  Size of metamorphosis from post-larva stage to juvenile is 3.2 cm (Ref. 9267).  Utilized as a food fish (Ref. 7364).  Minimum depth reported taken from Ref. 27115.",NA,0.5,0,2,656121600,2,1410393600,113,802569600,NA
"19",19,"MARIAN","Guam","ACXA","Acanthurus xanthopterus","Acanthuridae","PRIMARY",1261,"Acanthurus",1920,"Valenciennes, 1835","Yellowfin surgeonfish","Acxan_u6.jpg",NA,NA,NA,412,"Acanthurinae",9710,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,100,9267,5,90,27115,NA,NA,NA,NA,37.08,70,"TL",NA,NA,4795,50,"TL",NA,NA,30573,NA,NA,NA,"ACXAN_U1",NA,NA,NA,3146,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"traps",NA,0,0,0,0,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"venomous",4716,"no special ability",NA,NA,-1,"Live in various reef habitats, sand slopes and lagoons (Ref. 48637).  Juveniles inhabit shallow, protected, turbid inshore waters while adults prefer deeper areas of protected bays and lagoons.  Also in outer reef areas (Ref. 1602).  Benthopelagic (Ref. 58302).  Schooling species, feed on diatoms, detritus film of sand, filamentous algae, hydroids, and pieces of fish (Ref. 1602, 48637).  Probably the only surgeonfish that readily takes bait (Ref. 12484).",NA,0.5,0,2,656121600,1472,1211414400,113,802569600,NA
"20",20,"MARIAN","Guam","AENA","Aetobatus narinari","Myliobatidae","SECONDARY",1250,"Aetobatus",6871,"(Euphrasen, 1790)","Spotted eagle ray","Aenar_u6.jpg",NA,NA,NA,717,NA,3987,1,"other","R",NA,"The species <i>Aetobatus laticeps</i> Dum<e9>ril, 1865 is considered as valid, while status of <i>Aetobatus latirostris</i> Dum<e9>ril, 1861 requires further investigation. Species information and distribution will be reviewed and corrected (Ref. 114963).",1,0,-1,-1,"benthopelagic",NA,NA,"amphidromous",51243,1,80,9710,1,NA,55257,NA,NA,NA,NA,74.46,330,"WD",NA,NA,58048,180,"WD",NA,NA,6871,230000,NA,7251,"AENAR_U4",NA,NA,NA,3173,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,-1,-1,0,-1,-1,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely","based mainly on capture",9862,-1,9862,"traumatogenic",4690,"no special ability",NA,NA,-1,"Commonly found in shallow inshore waters such as bays and coral reefs but may cross oceanic basins (Ref. 9862).  Benthopelagic, found near land at 1-60 m (Ref. 58302).  Sometimes enters estuaries (Ref. 6871).  Swims close to the surface, occasionally leaping out of the water, or close to the bottom (Ref. 3175).  Frequently forming large schools during the non-breeding season (Ref. 7251).  Feeds mainly on bivalves but also eats shrimps, crabs, octopus and worms, whelks, and small fishes (Ref. 9862).  Ovoviviparous (Ref. 50449).  Flesh edible (Ref. 30573).  Over 3 m disc width and up to 880 cm total length if the long tail is undamaged (Ref. 30573).  Bears young in litters of 2-4 (Ref. 26938, 58048). Common catch of the demersal tangle net, bottom trawl, inshore gillnet and, to a lesser extent, demersal longline fisheries. Utilized for its meat and cartilage (Ref. 58048). Tail used as a decorative item (Ref. 27550).",NA,0.625,0,2,656121600,14,1536192000,14,1512691200,NA
"21",21,"MARIAN","Guam","AERO","Aethaloperca rogaa","Serranidae","PISCIVORE",6441,"Aethaloperca",5222,"(Forssk<e5>l, 1775)","Redmouth grouper","Aerog_u7.jpg",NA,NA,NA,289,"Epinephelinae",3048,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,3,60,68964,3,60,5222,NA,NA,NA,NA,48.76,60,"TL",NA,NA,4787,NA,NA,NA,NA,NA,NA,NA,NA,"AEROG_U0",NA,NA,NA,171,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,-1,-1,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,30874,"harmless",NA,"no special ability",NA,NA,-1,"Adults are found in coastal reefs and lagoons, often on silty habitat (Ref. 48635), in or near caves and holes in the reef. They feed mainly on small fishes (including <i>Pempheris</i> sp.), also on stomatopods (<i>Pseudosquilla</i> sp.) (Ref. 6448); and crustaceans (Ref. 37816). Preliminary data indicate that mature individuals spawn at any time of the year and  mature (females?) at about 35 cm SL (Ref. 6448). Small juveniles mimic <i>Centropyge vrolikii</i> (Ref. 8631), and <i>C. nox</i> until they outgrow their model in size (Ref. 48635). Taken as part of the live reef food fish trade centered in China and In Hong Kong and are occasionally found in markets (Ref. 89707). They are caught with hook-and-line, spear, and probably in traps (Ref. 39231).",NA,1,0,14,718329600,2,1553731200,14,763171200,NA
"22",22,"MARIAN","Guam","AMBI","Amblycirrhitus bimacula","Cirrhitidae","SECONDARY",5829,"Amblycirrhitus",2334,"(Jenkins, 1903)","Twospot hawkfish","Ambim_u6.jpg",NA,NA,NA,352,NA,5139,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,0,20,9710,2,15,37816,NA,NA,NA,NA,10,8.5,"SL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"AMBIM_U0",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A secretive species remaining in or near interstices of rock, coral, or rubble (Ref. 2334, 58302).  Moderately common in seaward reefs in areas exposed to moderate surge or currents (Ref. 2334).  Feeds on small crustaceans (Ref. 89972). Benthic (Ref. 58302).  Minimum depth reported from Ref. 30874.",NA,0.5312,0,14,708307200,2291,1413244800,14,778464000,NA
"23",23,"MARIAN","Guam","AMCH","Amphiprion chrysopterus","Pomacentridae","PLANKTIVORE",4551,"Amphiprion",5911,"Cuvier, 1830","Orangefin anemonefish","Amchr_u0.jpg",NA,NA,"Amchr_j1.jpg",350,"Amphiprioninae",5120,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,40,89972,NA,NA,NA,NA,NA,NA,NA,16.48,17,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"AMCHR_U6",NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,"seines",NA,0,-1,0,0,0,0,0,0,-1,0,"never/rarely",NA,237,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit passages and outer reef slopes.  Known to occur at 25<b0>C.  Feed chiefly on planktonic copepods, algae, echiuroid and sipunculoid worms, and pelagic tunicates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Associated with the anemones:   <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Entacmaea&subgenus=&species=quadricolor&subspecies=&synseniorid=51><i>Entacmaea quadricolor</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=aurora&subspecies=&synseniorid=15&validspecies=Heteractis%20aurora&authorship=%28Quoy%20and%20Gaimard%2C%201833%29><i>Heteractis aurora</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=crispa&subspecies=&synseniorid=89&validspecies=Heteractis%20crispa&authorship=%28Hemprich%20and%20Ehrenberg%20in%20Ehrenberg%2C%201834%29><i>Heteractis crispa</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=magnifica&subspecies=&synseniorid=83&validspecies=Heteractis%20magnifica&authorship=%28Quoy%20and%20Gaimard%2C%201833%29><i>Heteractis magnifica</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Stichodactyla&subgenus=&species=haddoni&subspecies=&synseniorid=113&validspecies=Stichodactyla%20haddoni&authorship=%28Saville%2DKent%2C%201893%29><i>Stichodactyla haddoni</i></a>, and <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Stichodactyla&subgenus=&species=mertensii&subspecies=&synseniorid=116&validspecies=Stichodactyla%20mertensii&authorship=Brandt%2C%201835><i>Stichodactyla mertensii</i></a> (Ref. 5911).",NA,0.5,0,2,680227200,2291,1413244800,65,777513600,NA
"24",24,"MARIAN","Guam","AMCL","Amphiprion clarkii","Pomacentridae","PLANKTIVORE",5448,"Amphiprion",7247,"(Bennett, 1830)","Yellowtail clownfish","Amcla_uk.jpg",NA,NA,"Amcla_j2.jpg",350,"Amphiprioninae",5120,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,60,58652,NA,NA,NA,11,11318,NA,NA,29.99,15,"SL",NA,NA,6113,NA,NA,NA,NA,NA,NA,NA,NA,"AMCLA_UC",NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,"gillnets",NA,0,-1,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",7309,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit lagoons and outer reef slopes.  Omnivorous.  Oviparous, with elliptical eggs (Ref. 240).  Monogamous (Ref. 52884).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).   Associated with the anemones:  <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Cryptodendrum&subgenus=&species=adhaesivum&subspecies=&synseniorid=48><i>Cryptodendrum adhaesivum</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Entacmaea&subgenus=&species=quadricolor&subspecies=&synseniorid=51><i>Entacmaea quadricolor</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=aurora&subspecies=&synseniorid=15&validspecies=Heteractis%20aurora&authorship=%28Quoy%20and%20Gaimard%2C%201833%29><i>Heteractis aurora</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=crispa&subspecies=&synseniorid=89&validspecies=Heteractis%20crispa&authorship=%28Hemprich%20and%20Ehrenberg%20in%20Ehrenberg%2C%201834%29><i>Heteractis crispa</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=magnifica&subspecies=&synseniorid=83&validspecies=Heteractis%20magnifica&authorship=%28Quoy%20and%20Gaimard%2C%201833%29><i>Heteractis magnifica</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=malu&subspecies=&synseniorid=98&validspecies=Heteractis%20malu&authorship=%28Haddon%20and%20Shackleton%2C%201893%29><i>Heteractis malu</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Macrodactyla&subgenus=&species=doreensis&subspecies=&synseniorid=77&validspecies=Macrodactyla%20doreensis&authorship=%28Quoy%20and%20Gaimard%2C%201833%29><i>Macrodactyla doreensis</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Stichodactyla&subgenus=&species=gigantea&subspecies=&synseniorid=147&validspecies=Stichodactyla%20gigantea&authorship=%28Forsk%E5l%2C%201775%29><i>Stichodactyla gigantea</i></a>, <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Stichodactyla&subgenus=&species=haddoni&subspecies=&synseniorid=113&validspecies=Stichodactyla%20haddoni&authorship=%28Saville%2DKent%2C%201893%29><i>Stichodactyla haddoni</i></a>, and <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Stichodactyla&subgenus=&species=mertensii&subspecies=&synseniorid=116&validspecies=Stichodactyla%20mertensii&authorship=Brandt%2C%201835><i>Stichodactyla mertensii</i></a> (Ref. 5911).  Has been observed to share home anemone with individuals of <i>A. sandaracinos</i> (Ref. 90000). Has been reared in captivity (Ref. 35418, 35420).",NA,0.5,0,1,705196800,8,1346025600,65,777513600,NA
"25",25,"MARIAN","Guam","AMCU","Amblyglyphidodon curacao","Pomacentridae","SECONDARY",5477,"Amblyglyphidodon",7247,"(Bloch, 1787)","Staghorn damselfish","Amcur_u6.jpg",NA,NA,NA,350,"Pomacentrinae",9716,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,40,1602,1,15,90102,NA,NA,NA,NA,20.93,11,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,"AMCUR_U4",NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit lagoons, coastal embayments, reef passages and outer reefs.  Juveniles often found among <i>Sarcophyton</i> and <i>Sinularia</i> soft corals.  Feeding aggregations are frequently observed over growths of the staghorn coral <i>Acropora</i>.  Feed on zooplankton and filamentous algae (Ref.1602).  The stomach contents of a specimen included larval crabs and shrimps, fish eggs, and algae.  Oviparous, distinct pairing during breeding (Ref. 205).  Dead coral branches serve as nests (Ref. 90102).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).",NA,0.5005,0,1,706320000,2310,1366848000,34,776304000,NA
"26",26,"MARIAN","Guam","AMFA","Amblyeleotris fasciata","Gobiidae","PLANKTIVORE",7229,"Amblyeleotris",1602,"(Herre, 1953)","Red-banded prawn-goby","Amfas_u0.jpg",NA,NA,NA,405,"Gobiinae",6815,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,4,20,9710,NA,NA,NA,NA,NA,NA,NA,14.62,8,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"AMFAS_U0",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Moderately common in patches of coarse carbonate or volcanic sand of outer lagoon and seaward reefs.  Occurs in pairs and burrow with a yellow species of prawn.  Minimum depth range reported taken from Ref. 30874. Feeds on small benthic invertebrates (Ref. 89972).",NA,0.5,0,14,728524800,2291,1413590400,NA,NA,NA
"27",27,"MARIAN","Guam","AMME","Amphiprion melanopus","Pomacentridae","PLANKTIVORE",4654,"Amphiprion",7247,"Bleeker, 1852","Fire clownfish","Ammel_ud.jpg",NA,NA,NA,350,"Amphiprioninae",5120,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,18,1602,NA,NA,NA,5,237,NA,NA,24.65,12,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"AMMEL_UC",NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,NA,NA,0,-1,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit lagoon and outer reef environments.  Feed predominantly on planktonic copepods and algae.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Associated with the anemones: <ahref=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Entacmaea&subgenus=&species=quadricolor&subspecies=&synseniorid=51><i>Entacmaea quadricolor</i></a> (usually), <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=crispa&subspecies=&synseniorid=89&validspecies=Heteractis%20crispa&authorship=%28Hemprich%20and%20Ehrenberg%20in%20Ehrenberg%2C%201834%29><i>Heteractis crispa</i></a> (occasionally), and <a href=http://hercules.kgs.ku.edu/hexacoral/anemone2/speciesdetail.cfm?genus=Heteractis&subgenus=&species=magnifica&subspecies=&synseniorid=83&validspecies=Heteractis%20magnifica&authorship=%28Quoy%20and%20Gaimard%2C%201833%29><i>Heteractis magnifica</i></a> (rarely) (Ref. 5911).  Has been reared in captivity (Ref. 35404, 35413, 35420).",NA,0.5,0,3,685929600,2,1376870400,34,776304000,NA
